FL, VX, 0.04576
FL, WN, 0.24042
FL, XE, 0.05116
HA, AA, 0.01284
HA, AS, 0.05036
HA, B6, -0.00838
HA, CO, 0.0038
HA, DH, -0.01097
HA, DL, 0.00108
HA, EV, -0.02566
HA, F9, -0.00658
HA, FL, -0.01383
HA, HA, 1.0
HA, HP, 0.01463
HA, MQ, -0.01536
HA, NK, -0.00492
HA, NW, 3.0E-4
HA, OH, -0.01565
HA, OO, 0.00212
HA, TZ, 0.11302
HA, UA, 0.04923
HA, US, -0.01652
HA, VX, 0.03057
HA, WN, -0.00148
HA, XE, -0.01987
HP, AA, 0.25702
HP, AS, 0.1412
HP, B6, 0.09547
HP, CO, 0.11097
HP, DH, 0.03178
HP, DL, 0.08587
HP, EV, 0.03922
HP, F9, 0.17299
HP, FL, 0.04628
HP, HA, 0.01463
HP, HP, 1.0
HP, MQ, 0.06214
HP, NK, 0.28294
HP, NW, 0.08289
HP, OH, 9.3E-4
HP, OO, 0.21918
HP, TZ, 0.15929
HP, UA, 0.19241
HP, US, 0.05945
HP, VX, 0.18465
HP, WN, 0.56173
HP, XE, 0.03181
MQ, AA, 0.83767
MQ, AS, 0.02496
MQ, B6, 0.18921
MQ, CO, 0.09621
MQ, DH, 0.07413
MQ, DL, 0.09368
MQ, EV, 0.31507
MQ, F9, 0.10832
MQ, FL, 0.11465
MQ, HA, -0.01536
MQ, HP, 0.06214
MQ, MQ, 1.0
MQ, NK, 0.57197
MQ, NW, 0.08137
MQ, OH, 0.10398
MQ, OO, 0.22268
MQ, TZ, 0.7331
MQ, UA, 0.502
MQ, US, 0.11271
MQ, VX, 0.13753
MQ, WN, 0.304
MQ, XE, 0.07295
NK, AA, 0.58039
NK, AS, 0.06806
NK, B6, 0.3317
NK, CO, 0.32001
NK, DH, 0.0223
NK, DL, 0.32876
NK, EV, 0.40499
NK, F9, 0.33204
NK, FL, 0.33639
NK, HA, -0.00492
NK, HP, 0.28294
NK, MQ, 0.57197
NK, NK, 1.0
NK, NW, 0.3437
NK, OH, 0.05958
NK, OO, 0.29857
NK, TZ, 0.52913
NK, UA, 0.53261
NK, US, 0.16181
NK, VX, 0.22098
NK, WN, 0.5978
NK, XE, 0.2174
NW, AA, 0.11876
NW, AS, 0.04503
NW, B6, 0.07196
NW, CO, 0.07117
NW, DH, 0.07691
NW, DL, 0.23882
NW, EV, 0.14614
NW, F9, 0.10932
NW, FL, 0.06901
NW, HA, 3.0E-4
NW, HP, 0.08289
NW, MQ, 0.08137
NW, NK, 0.3437
NW, NW, 1.0
NW, OH, 0.04074
NW, OO, 0.18274
NW, TZ, 0.19699
NW, UA, 0.13452
NW, US, 0.0691
NW, VX, 0.05861
NW, WN, 0.12254
NW, XE, 0.06586
OH, AA, 0.06661
OH, AS, -0.01852
OH, B6, 0.23687
OH, CO, 0.01838
OH, DH, 0.0872
OH, DL, 0.19664
OH, EV, 0.19146
OH, F9, 0.05343
OH, FL, 0.07688
OH, HA, -0.01565
OH, HP, 9.3E-4
OH, MQ, 0.10398
OH, NK, 0.05958
OH, NW, 0.04074
OH, OH, 1.0
OH, OO, 0.00458
OH, TZ, 0.06993
OH, UA, 0.04603
OH, US, 0.08876
OH, VX, 0.05152
OH, WN, 0.01972
OH, XE, 0.03549
OO, AA, 0.24406
OO, AS, 0.20232
OO, B6, 0.0274
OO, CO, 0.14285
OO, DH, 9.2E-4
OO, DL, 0.19039
OO, EV, 0.13524
OO, F9, 0.54478
OO, FL, 0.02966
OO, HA, 0.00212
OO, HP, 0.21918
OO, MQ, 0.22268
OO, NK, 0.29857
OO, NW, 0.18274
OO, OH, 0.00458
OO, OO, 1.0
OO, TZ, 0.40003
OO, UA, 0.65022
OO, US, 0.01726
OO, VX, 0.47005
OO, WN, 0.40211
OO, XE, 0.05211
TZ, AA, 0.50306
TZ, AS, 0.04946
TZ, B6, 0.25821
TZ, CO, 0.13552
TZ, DH, 0.11314
TZ, DL, 0.11049
TZ, EV, 0.26357
TZ, F9, 0.27006
TZ, FL, 0.09172
TZ, HA, 0.11302
TZ, HP, 0.15929
TZ, MQ, 0.7331
TZ, NK, 0.52913
TZ, NW, 0.19699
TZ, OH, 0.06993
TZ, OO, 0.40003
TZ, TZ, 1.0
TZ, UA, 0.77065
TZ, US, 0.11917
TZ, VX, 0.24812
TZ, WN, 0.45962
TZ, XE, 0.07379
UA, AA, 0.42708
UA, AS, 0.20166
UA, B6, 0.21993
UA, CO, 0.41064
UA, DH, 0.24196
UA, DL, 0.13929
UA, EV, 0.27709
UA, F9, 0.62071
UA, FL, 0.11573
UA, HA, 0.04923
UA, HP, 0.19241
UA, MQ, 0.502
UA, NK, 0.53261
UA, NW, 0.13452
UA, OH, 0.04603
UA, OO, 0.65022
UA, TZ, 0.77065
UA, UA, 1.0
UA, US, 0.191
UA, VX, 0.52797
UA, WN, 0.56037
UA, XE, 0.30028
US, AA, 0.37334
US, AS, 0.01433
US, B6, 0.266
US, CO, 0.08685
US, DH, 0.36821
US, DL, 0.10541
US, EV, 0.06187
US, F9, 0.10007
US, FL, 0.15374
US, HA, -0.01652
US, HP, 0.05945
US, MQ, 0.11271
US, NK, 0.16181
US, NW, 0.0691
US, OH, 0.08876
US, OO, 0.01726
US, TZ, 0.11917
US, UA, 0.191
US, US, 1.0
US, VX, 0.11057
US, WN, 0.14175
US, XE, 0.08687
VX, AA, 0.23736
VX, AS, 0.22706
VX, B6, 0.29729
VX, CO, 0.14141
VX, DH, 0.14462
VX, DL, 0.12499
VX, EV, 0.025
VX, F9, 0.10819
VX, FL, 0.04576
VX, HA, 0.03057
VX, HP, 0.18465
VX, MQ, 0.13753
VX, NK, 0.22098
VX, NW, 0.05861
VX, OH, 0.05152
VX, OO, 0.47005
VX, TZ, 0.24812
VX, UA, 0.52797
VX, US, 0.11057
VX, VX, 1.0
VX, WN, 0.31064
VX, XE, 0.03843
WN, AA, 0.34406
WN, AS, 0.19209
WN, B6, 0.16523
WN, CO, 0.34558
WN, DH, 0.05814
WN, DL, 0.21212
WN, EV, 0.26229
WN, F9, 0.33667
WN, FL, 0.24042
WN, HA, -0.00148
WN, HP, 0.56173
WN, MQ, 0.304
WN, NK, 0.5978
WN, NW, 0.12254
WN, OH, 0.01972
WN, OO, 0.40211
WN, TZ, 0.45962
WN, UA, 0.56037
WN, US, 0.14175
WN, VX, 0.31064
WN, WN, 1.0
WN, XE, 0.24801
XE, AA, 0.08515
XE, AS, -0.01485
XE, B6, 0.03391
XE, CO, 0.94293
XE, DH, 0.08203
XE, DL, 0.0494
XE, EV, 0.38587
XE, F9, 0.05248
XE, FL, 0.05116
XE, HA, -0.01987
XE, HP, 0.03181
XE, MQ, 0.07295
XE, NK, 0.2174
XE, NW, 0.06586
XE, OH, 0.03549
XE, OO, 0.05211
XE, TZ, 0.07379
XE, UA, 0.30028
XE, US, 0.08687
XE, VX, 0.03843
XE, WN, 0.24801
XE, XE, 1.0
