    Laramie WY, 5.0E-4
    Chico CA, 5.0E-4
    Paducah KY, 5.0E-4
    Muskegon MI, 5.0E-4
    Redding CA, 5.0E-4
    Eau Claire WI, 5.0E-4
    Hayden CO, 5.0E-4
    Hancock/Houghton MI, 5.0E-4
    Rock Springs WY, 5.0E-4
    Dubuque IA, 5.0E-4
    Hobbs NM, 5.0E-4
    Hays KS, 5.0E-4
    Sioux City IA, 5.0E-4
    Waterloo IA, 5.0E-4
    Mosinee WI, 5.0E-4
    Alpena MI, 4.9E-4
    Pellston MI, 4.9E-4
    Inyokern CA, 4.9E-4
    Oxnard/Ventura CA, 4.9E-4
    Carlsbad CA, 4.9E-4
    New Haven CT, 4.9E-4
    Escanaba MI, 4.9E-4
    Sault Ste. Marie MI, 4.9E-4
    Ashland WV, 4.9E-4
    Hyannis MA, 4.8E-4
    Flagstaff AZ, 4.8E-4
